,addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,pet,formatted_text
184,서울특별시 종로구 자하문로 33-7 (통인동),,,B02,B0201,B02011600,3438160,숙박,20241206102442,,,,126.9709796860,37.5790276599,6,20241218151424,,0507-1348-3282,통인 1939,03040,반려동물 동반 가능,[장소]서울특별시 종로구 자하문로 33-7 (통인동) [지역] 통인 1939 [전화번호] 0507-1348-3282 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
185,서울특별시 은평구 연서로50길 9 (진관동),2층,,B02,B0201,B02011600,3438450,숙박,20241206112514,,,,126.9387142090,37.6408726664,6,20241218153006,,0507-1427-7455,평안채,03308,반려동물 동반 가능,[장소]서울특별시 은평구 연서로50길 9 (진관동) [지역] 평안채 [전화번호] 0507-1427-7455 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
186,서울특별시 구로구 연동로 240,,1,A01,A0101,A01010700,2675098,관광지,20201007055358,,,,126.8240846662,37.4830806290,6,20241205161935,7,,푸른수목원,08361,반려동물 동반 가능,[장소]서울특별시 구로구 연동로 240 [지역] 푸른수목원 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 관광지
187,서울특별시 종로구 성균관로 32-6,(명륜2가),1,B02,B0201,B02011600,2489908,숙박,20170414003122,http://tong.visitkorea.or.kr/cms/resource/80/2633780_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2633780_image3_1.jpg,Type3,126.9972243283,37.5856468055,6,20241205131854,23,010-7103-6993,풍경[한국관광 품질인증/Korea Quality],03074,반려동물 동반 가능,[장소]서울특별시 종로구 성균관로 32-6 [지역] 풍경[한국관광 품질인증/Korea Quality] [전화번호] 010-7103-6993 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
188,서울특별시 송파구 한가람로 14길 16,,1,A02,A0202,A02020700,3112160,관광지,20240329152932,,,,127.1152983219,37.5358630481,6,20240731074633,18,,풍납백제문화공원,05524,반려동물 동반 가능,[장소]서울특별시 송파구 한가람로 14길 16 [지역] 풍납백제문화공원 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 관광지
189,서울특별시 중구 통일로 78,,1,B02,B0201,B02010900,2603252,숙박,20190524233258,http://tong.visitkorea.or.kr/cms/resource/24/2997624_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/2997624_image3_1.jpg,Type3,126.9675887136,37.5654208468,6,20250103144638,24,02-2220-8000,프레이저 플레이스 센트럴 서울,04517,반려동물 동반 가능,[장소]서울특별시 중구 통일로 78 [지역] 프레이저 플레이스 센트럴 서울 [전화번호] 02-2220-8000 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
190,서울특별시 중구 청구로 138,(신당동),1,B02,B0201,B02011100,2603723,숙박,20190529195339,,,,127.0083571794,37.5668964075,,20241127150804,24,010-7149-8589,플랜에이호스텔,04613,반려동물 동반 가능,[장소]서울특별시 중구 청구로 138 [지역] 플랜에이호스텔 [전화번호] 010-7149-8589 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
191,서울특별시 용산구 이태원로 268,,1,A04,A0401,A04010600,2496563,쇼핑,20170620233159,http://tong.visitkorea.or.kr/cms/resource/51/2627551_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2627551_image3_1.jpg,Type3,127.0018474684,37.5383912690,6,20230303102151,21,02-797-4628,플랫폼 플레이스(한남점)[한국관광 품질인증/Korea Quality],04399,반려동물 동반 가능,[장소]서울특별시 용산구 이태원로 268 [지역] 플랫폼 플레이스(한남점)[한국관광 품질인증/Korea Quality] [전화번호] 02-797-4628 [반려동물여부] 반려동물 동반 가능 [카테고리] 쇼핑
192,서울특별시 서대문구 이화여대길 43 (대현동),4층,,B02,B0201,B02011100,3102126,숙박,20240217130714,,,,126.9454964679,37.5588934317,6,20240731093713,,010-4362-6296,필스테이 이화 부띠끄,03766,반려동물 동반 가능,[장소]서울특별시 서대문구 이화여대길 43 (대현동) [지역] 필스테이 이화 부띠끄 [전화번호] 010-4362-6296 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
193,서울특별시 마포구 하늘공원로 95,,1,A02,A0202,A02020700,2654607,관광지,20200428191209,http://tong.visitkorea.or.kr/cms/resource/06/2654606_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/06/2654606_image2_1.bmp,Type3,126.8863599027,37.5691522918,6,20250225091257,13,,하늘공원,03900,반려동물 동반 가능,[장소]서울특별시 마포구 하늘공원로 95 [지역] 하늘공원 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 관광지
194,서울특별시 종로구 자하문로 68-10,(효자동),1,B02,B0201,B02011600,2707438,숙박,20210227002908,http://tong.visitkorea.or.kr/cms/resource/68/3070268_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/3070268_image3_1.jpg,Type1,126.9712823538,37.5819384379,,20241222174610,23,,하은재,03042,반려동물 동반 가능,[장소]서울특별시 종로구 자하문로 68-10 [지역] 하은재 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
195,서울특별시 종로구 필운대로6길 17-15 (통인동),,,B02,B0201,B02011100,3438558,숙박,20241206114631,,,,126.9698991840,37.5806218990,6,20241218153447,,0507-1414-0676,하이드 인 바인 서촌,03036,반려동물 동반 가능,[장소]서울특별시 종로구 필운대로6길 17-15 (통인동) [지역] 하이드 인 바인 서촌 [전화번호] 0507-1414-0676 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
196,서울특별시 종로구 삼청로9길 13 (삼청동),"1,2층",,B02,B0201,B02011600,3438241,숙박,20241206104219,,,,126.9813590709,37.5869547021,6,20241218151840,,0507-1405-5224,한가로움,03049,반려동물 동반 가능,[장소]서울특별시 종로구 삼청로9길 13 (삼청동) [지역] 한가로움 [전화번호] 0507-1405-5224 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
197,서울특별시 강북구 삼양로181길 168,(우이동),1,B02,B0201,B02011600,2623573,숙박,20191008235603,,,,127.0075903950,37.6712203738,,20241127151642,3,010-6210-5040,한미장,01000,반려동물 동반 가능,[장소]서울특별시 강북구 삼양로181길 168 [지역] 한미장 [전화번호] 010-6210-5040 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
198,서울특별시 종로구 자하문로1다길 20,(체부동),1,B02,B0201,B02011100,2571971,숙박,20181201004208,http://tong.visitkorea.or.kr/cms/resource/23/2571123_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2571123_image2_1.jpg,Type3,126.9704270026,37.5774778296,,20241127151703,23,010-6248-6600,한스하우스(Hans house),03041,반려동물 동반 가능,[장소]서울특별시 종로구 자하문로1다길 20 [지역] 한스하우스(Hans house) [전화번호] 010-6248-6600 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
199,서울특별시 종로구 북촌로 40-3,(가회동),1,B02,B0201,B02011600,2696383,숙박,20201210230903,,,,126.9854144381,37.5805582961,,20241127151728,23,,한옥 201(Hanok 201),03056,반려동물 동반 가능,[장소]서울특별시 종로구 북촌로 40-3 [지역] 한옥 201(Hanok 201) [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
200,서울특별시 종로구 자하문로11길 21-10,(통인동),1,B02,B0201,B02011600,2699340,숙박,20201217032254,,,,126.9698547581,37.5801108465,,20241127151754,23,,한옥 게스트하우스 동촌재,03036,반려동물 동반 가능,[장소]서울특별시 종로구 자하문로11길 21-10 [지역] 한옥 게스트하우스 동촌재 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
201,서울특별시 성북구 성북로8길 26-3 (성북동),,,B02,B0201,B02011600,3438189,숙박,20241206103232,,,,127.0052873202,37.5913685076,6,20241218151546,,0507-1447-0476,한옥 북클럽 하우스,02834,반려동물 동반 가능,[장소]서울특별시 성북구 성북로8길 26-3 (성북동) [지역] 한옥 북클럽 하우스 [전화번호] 0507-1447-0476 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
202,서울특별시 성북구 삼선교로6길 19-21 (삼선동1가),,,B02,B0201,B02011600,3438422,숙박,20241206111646,,,,127.0079205477,37.5866524366,6,20241218152808,,0507-1425-7972,한옥 스테이 미경,02865,반려동물 동반 가능,[장소]서울특별시 성북구 삼선교로6길 19-21 (삼선동1가) [지역] 한옥 스테이 미경 [전화번호] 0507-1425-7972 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
203,서울특별시 은평구 진관길 5 (진관동),2층,,B02,B0201,B02011600,3438470,숙박,20241206113137,,,,126.9391641249,37.6423974970,6,20241218153144,,070-4581-7130,한옥 카키,03308,반려동물 동반 가능,[장소]서울특별시 은평구 진관길 5 (진관동) [지역] 한옥 카키 [전화번호] 070-4581-7130 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
204,서울특별시 은평구 연서로50길 7-16 (진관동),,1,B02,B0201,B02011600,3438504,숙박,20241206114006,,,,126.9394141224,37.6416781412,6,20241218153334,22,010-3016-0551,한옥 포지티브스,03308,반려동물 동반 가능,[장소]서울특별시 은평구 연서로50길 7-16 (진관동) [지역] 한옥 포지티브스 [전화번호] 010-3016-0551 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
205,서울특별시 종로구 필운대로3길 12 (누하동),,1,B02,B0201,B02011600,3072072,숙박,20231218132617,http://tong.visitkorea.or.kr/cms/resource/85/3070285_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/3070285_image3_1.jpg,Type1,126.9683965985,37.5786693216,6,20241125115107,23,,한옥에세이 서촌,03039,반려동물 동반 가능,[장소]서울특별시 종로구 필운대로3길 12 (누하동) [지역] 한옥에세이 서촌 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
206,서울특별시 은평구 연서로50길 7-12 (진관동),,,B02,B0201,B02011600,3438527,숙박,20241206114212,,,,126.9392919172,37.6414642749,6,20241218153355,,0507-1342-1760,한울타리,03308,반려동물 동반 가능,[장소]서울특별시 은평구 연서로50길 7-12 (진관동) [지역] 한울타리 [전화번호] 0507-1342-1760 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
207,서울특별시 종로구 북촌로 31-9 (재동),,1,A02,A0206,A02060300,3368708,문화시설,20240919104747,http://tong.visitkorea.or.kr/cms/resource/70/3368670_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/70/3368670_image3_1.JPG,Type3,126.9844201117,37.5795917241,6,20250314143008,23,,한지가헌,03055,반려동물 동반 가능,[장소]서울특별시 종로구 북촌로 31-9 (재동) [지역] 한지가헌 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 문화시설
208,서울특별시 종로구 계동6길 4-1 (계동),,,B02,B0201,B02011600,3438295,숙박,20241206105203,,,,126.9871308932,37.5824942134,6,20241218152145,,0507-1411-1487,함한옥스테이,03057,반려동물 동반 가능,[장소]서울특별시 종로구 계동6길 4-1 (계동) [지역] 함한옥스테이 [전화번호] 0507-1411-1487 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
209,서울특별시 종로구 북촌로11길 35-16 (가회동),,,B02,B0201,B02011600,3438368,숙박,20241206110153,,,,126.9833201183,37.5828968761,6,20241218152417,,02-540-3031,해아원,03052,반려동물 동반 가능,[장소]서울특별시 종로구 북촌로11길 35-16 (가회동) [지역] 해아원 [전화번호] 02-540-3031 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
210,"서울특별시 서초구 바우뫼로11길 71 (우면동, 행복한집)",2층 201호,,B02,B0201,B02011100,3438411,숙박,20241206111024,,,,127.0252333019,37.4729215135,6,20241218152643,,010-5326-0626,행복스테이,06762,반려동물 동반 가능,"[장소]서울특별시 서초구 바우뫼로11길 71 (우면동, 행복한집) [지역] 행복스테이 [전화번호] 010-5326-0626 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박"
211,서울특별시 종로구 북촌로12길 35-3,(가회동),1,B02,B0201,B02011600,2607481,숙박,20190621000951,,,,126.9859254324,37.5830274626,,20241212135225,23,010-9282-2174,향운,03056,반려동물 동반 가능,[장소]서울특별시 종로구 북촌로12길 35-3 [지역] 향운 [전화번호] 010-9282-2174 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
212,서울특별시 마포구 와우산로29마길 15-7,(서교동),1,B02,B0201,B02011100,2612215,숙박,20190720012456,,,,126.9268482681,37.5553074035,,20241125103128,13,010-7681-8861,헤이마 게스트하우스,04053,반려동물 동반 가능,[장소]서울특별시 마포구 와우산로29마길 15-7 [지역] 헤이마 게스트하우스 [전화번호] 010-7681-8861 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
213,서울특별시 종로구 돈화문로 66,,1,B02,B0201,B02010600,1858421,숙박,20131114020845,,,,126.9911918629,37.5744146698,6,20241126103419,23,02-744-6844,호스텔 토미(구 옐로우브릭2 호스텔),03134,반려동물 동반 가능,[장소]서울특별시 종로구 돈화문로 66 [지역] 호스텔 토미(구 옐로우브릭2 호스텔) [전화번호] 02-744-6844 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
214,서울특별시 종로구 청계천로 61,(관철동),1,B02,B0201,B02011100,2699653,숙박,20201218033214,,,,126.9843398624,37.5690401708,,20241205130928,23,,호스텔 하루,03189,반려동물 동반 가능,[장소]서울특별시 종로구 청계천로 61 [지역] 호스텔 하루 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
215,서울특별시 종로구 돈화문로 85,(와룡동),1,B02,B0201,B02010600,2662245,숙박,20200706193655,,,,126.9903057841,37.5761394532,6,20241217151714,23,070-4705-1900,호스텔코리아 11th 창덕궁점,03131,반려동물 동반 가능,[장소]서울특별시 종로구 돈화문로 85 [지역] 호스텔코리아 11th 창덕궁점 [전화번호] 070-4705-1900 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
216,서울특별시 성북구 성북로19길 23 (성북동),,,B02,B0201,B02011100,3438188,숙박,20241206103034,,,,126.9962075601,37.5924959910,6,20241218151443,,,호우재,02879,반려동물 동반 가능,[장소]서울특별시 성북구 성북로19길 23 (성북동) [지역] 호우재 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
217,서울특별시 성북구 선잠로2길 18-8 (성북동),,,B02,B0201,B02011600,3438433,숙박,20241206112101,,,,126.9996488306,37.5954068255,6,20241218152914,,,호우재 한옥,02836,반려동물 동반 가능,[장소]서울특별시 성북구 선잠로2길 18-8 (성북동) [지역] 호우재 한옥 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
218,서울특별시 마포구 월드컵북로4길 23-3,(동교동),1,B02,B0201,B02011100,2699359,숙박,20201217041838,,,,126.9207848692,37.5575487011,,20241127155209,13,070-7787-1880,홍대스타일 게스트하우스,03992,반려동물 동반 가능,[장소]서울특별시 마포구 월드컵북로4길 23-3 [지역] 홍대스타일 게스트하우스 [전화번호] 070-7787-1880 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
219,서울특별시 노원구 화랑로 608,,1,A02,A0202,A02020700,2654601,관광지,20200428185927,http://tong.visitkorea.or.kr/cms/resource/79/3456879_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/3456879_image3_1.jpg,Type3,127.0928645166,37.6241440529,6,20250221113802,9,,화랑대 철도공원,01802,반려동물 동반 가능,[장소]서울특별시 노원구 화랑로 608 [지역] 화랑대 철도공원 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 관광지
220,서울특별시 종로구 북촌로11다길 42,,1,B02,B0201,B02011600,2950194,숙박,20230217161145,,,,126.9827229201,37.5839689621,6,20250115153856,23,0507-1373-2457,화운[한국관광 품질인증/Korea Quality],03052,반려동물 동반 가능,[장소]서울특별시 종로구 북촌로11다길 42 [지역] 화운[한국관광 품질인증/Korea Quality] [전화번호] 0507-1373-2457 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
221,서울특별시 마포구 동교로38안길 8-1,(연남동),1,B02,B0201,B02011100,2604211,숙박,20190530230835,,,,126.9227983656,37.5649506550,,20241127155449,13,010-2922-4093,화이트테일,03982,반려동물 동반 가능,[장소]서울특별시 마포구 동교로38안길 8-1 [지역] 화이트테일 [전화번호] 010-2922-4093 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
222,서울특별시 강서구 공항대로53나길 6-9,(등촌동),1,B02,B0201,B02011100,2610960,숙박,20190712223935,,,,126.8595266354,37.5550895591,,20241127155702,4,010-7172-9715,회랑정,07570,반려동물 동반 가능,[장소]서울특별시 강서구 공항대로53나길 6-9 [지역] 회랑정 [전화번호] 010-7172-9715 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
223,서울특별시 종로구 효자로7길 7-5,(통의동),1,B02,B0201,B02011600,2695730,숙박,20201210034449,,,,126.9734877974,37.5787999537,,20241127155914,23,,효자스테이,03044,반려동물 동반 가능,[장소]서울특별시 종로구 효자로7길 7-5 [지역] 효자스테이 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
224,서울특별시 중구 소공로6가길 22,(회현동2가),1,B02,B0201,B02011100,2603706,숙박,20190529191649,,,,126.9819569902,37.5604272406,,20241126102807,24,010-3488-6838,1012 하우스 남산,04630,반려동물 동반 가능,[장소]서울특별시 중구 소공로6가길 22 [지역] 1012 하우스 남산 [전화번호] 010-3488-6838 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
225,서울특별시 송파구 백제고분로22길 5,(삼전동),1,B02,B0201,B02011100,2666403,숙박,20200804190934,,,,127.0894099336,37.5033830197,,20241126102932,18,,24게스트하우스(서울 잠실점) (24게스트하우스 잠실점),05582,반려동물 동반 가능,[장소]서울특별시 송파구 백제고분로22길 5 [지역] 24게스트하우스(서울 잠실점) (24게스트하우스 잠실점) [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
226,서울특별시 중구 퇴계로 343-1,(광희동2가),1,B02,B0201,B02011100,2602549,숙박,20190521190518,,,,127.0076655554,37.5675963138,,20241126103120,24,02-2272-0003,96번지 트래블러스 롯지,04565,반려동물 동반 가능,[장소]서울특별시 중구 퇴계로 343-1 [지역] 96번지 트래블러스 롯지 [전화번호] 02-2272-0003 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
227,서울특별시 마포구 양화로 188 애경타워,,1,A04,A0401,A04010600,2900483,쇼핑,20221107161700,http://tong.visitkorea.or.kr/cms/resource/71/2900471_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2900471_image3_1.jpg,Type3,126.9265121176,37.5577987750,6,20241205151452,13,,AK&홍대,04051,반려동물 동반 가능,[장소]서울특별시 마포구 양화로 188 애경타워 [지역] AK&홍대 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 쇼핑
228,서울특별시 중구 소공로6가길 2,(회현동2가),1,B02,B0201,B02011100,2602468,숙박,20190521015330,,,,126.9817875377,37.5612549190,,20241126103150,24,02-757-8883,B my guesthouse,04630,반려동물 동반 가능,[장소]서울특별시 중구 소공로6가길 2 [지역] B my guesthouse [전화번호] 02-757-8883 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
229,서울특별시 마포구 연희로1길 55-6,(연남동),1,B02,B0201,B02011100,2619938,숙박,20190920004048,,,,126.9260787223,37.5614150131,,20241126103221,13,010-7751-5343,brother house(artist house),03982,반려동물 동반 가능,[장소]서울특별시 마포구 연희로1길 55-6 [지역] brother house(artist house) [전화번호] 010-7751-5343 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
230,서울특별시 용산구 청파로63길 18,(청파동1가),1,B02,B0201,B02011100,2663306,숙박,20200713194629,,,,126.9691196115,37.5484006303,,20241126103244,21,,casa cielo,04308,반려동물 동반 가능,[장소]서울특별시 용산구 청파로63길 18 [지역] casa cielo [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
231,서울특별시 송파구 올림픽로 99,"(잠실동,잠실엘스128-1503)",1,B02,B0201,B02011100,2619965,숙박,20190920005539,,,,127.0816103603,37.5133567215,,20241126103306,18,010-5649-7568,Goldlady's House,05501,반려동물 동반 가능,[장소]서울특별시 송파구 올림픽로 99 [지역] Goldlady's House [전화번호] 010-5649-7568 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
232,서울특별시 영등포구 국제금융로 10,(여의도동) IFC몰 B1,1,A04,A0401,A04010600,1988288,쇼핑,20150213003307,http://tong.visitkorea.or.kr/cms/resource/81/1996081_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/1996081_image3_1.jpg,Type3,126.9248854067,37.5252358628,6,20241209102550,20,,IFC몰,07326,반려동물 동반 가능,[장소]서울특별시 영등포구 국제금융로 10 [지역] IFC몰 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 쇼핑
233,서울특별시 용산구 효창원로8길 16,"(원효로4가,한성 한강수 아파트) 101동 903호",1,B02,B0201,B02011100,2568938,숙박,20181122230410,,,,126.9512744357,37.5335103739,,20241126103507,21,010-6332-2043,Jeong's family(정스패밀리),04360,반려동물 동반 가능,[장소]서울특별시 용산구 효창원로8길 16 [지역] Jeong's family(정스패밀리) [전화번호] 010-6332-2043 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
234,서울특별시 강남구 강남대로112길 11,(논현동),1,B02,B0201,B02011100,2666430,숙박,20200805191741,,,,127.0252740414,37.5055705015,,20241126103625,1,,K-그랜드 호스텔 강남 1(K-GRAND HOSTEL GANGNAM1),06120,반려동물 동반 가능,[장소]서울특별시 강남구 강남대로112길 11 [지역] K-그랜드 호스텔 강남 1(K-GRAND HOSTEL GANGNAM1) [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
235,서울특별시 종로구 평창1길 7-4 (평창동),2층,1,B02,B0201,B02011100,3438559,숙박,20241206114845,,,,126.9635768407,37.6052328134,6,20241218153532,23,0507-1414-2388,Stay Vibe,03008,반려동물 동반 가능,[장소]서울특별시 종로구 평창1길 7-4 (평창동) [지역] Stay Vibe [전화번호] 0507-1414-2388 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
236,서울특별시 중구 동호로 290-9,"(장충동2가,에스.비.하우스)",1,B02,B0201,B02011100,2608038,숙박,20190627004343,,,,127.0035189077,37.5606526013,,20241126104119,24,02-2266-5114,USB하우스,04617,반려동물 동반 가능,[장소]서울특별시 중구 동호로 290-9 [지역] USB하우스 [전화번호] 02-2266-5114 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
237,서울특별시 마포구 월드컵북로6길 89-9,"2, 3층 (연남동)",1,B02,B0201,B02011100,2651936,숙박,20200408195513,,,,126.9225040709,37.5606011548,,20241126104141,13,010-4487-7740,Y's house,03990,반려동물 동반 가능,[장소]서울특별시 마포구 월드컵북로6길 89-9 [지역] Y's house [전화번호] 010-4487-7740 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
238,서울특별시 성북구 북악산로,(성북동),1,A03,A0302,A03022700,1037031,레포츠,20100603235219,http://tong.visitkorea.or.kr/cms/resource/09/1568109_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/1568109_image3_1.jpg,Type3,127.0067009665,37.5953764011,6,20241205135943,17,,[북악하늘길 스카이웨이] 하늘한마당~하늘마루,02821,반려동물 동반 가능,[장소]서울특별시 성북구 북악산로 [지역] [북악하늘길 스카이웨이] 하늘한마당~하늘마루 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 레포츠
